"scenario","gamma","omega","method","method_label","step","metric","n","mean","sd","se","ci_low","ci_high","method_label_paper","total_evaluated"
"g100_w050",1,0.5,"srs","SRS",19,"standardized_regret",30,0.484848759105138,0.295928913991697,0.0540289805370862,0.374347086576478,0.595350431633797,"SRS",39
"g100_w050",1,0.5,"srs","SRS",20,"standardized_regret",30,0.477818741937019,0.295296143518361,0.0539134529830964,0.367553349786262,0.588084134087775,"SRS",40
"g100_w050",1,0.5,"srs","SRS",21,"standardized_regret",30,0.450468860803289,0.292577678296111,0.0534171314084231,0.341218560249084,0.559719161357494,"SRS",41
"g100_w050",1,0.5,"srs","SRS",22,"standardized_regret",30,0.431933524551989,0.301445738388129,0.0550362102596597,0.319371835938285,0.544495213165693,"SRS",42
"g100_w050",1,0.5,"srs","SRS",23,"standardized_regret",30,0.431933524551989,0.301445738388129,0.0550362102596597,0.319371835938285,0.544495213165693,"SRS",43
"g100_w050",1,0.5,"srs","SRS",24,"standardized_regret",30,0.424662447235648,0.285812072978628,0.0521819065259024,0.317938465225875,0.531386429245422,"SRS",44
"g100_w050",1,0.5,"srs","SRS",25,"standardized_regret",30,0.40373861422116,0.274272422215996,0.050075064183094,0.301323608622199,0.506153619820122,"SRS",45
"g100_w050",1,0.5,"srs","SRS",26,"standardized_regret",30,0.38633580629507,0.275317198487653,0.0502658133602716,0.283530674824732,0.489140937765407,"SRS",46
"g100_w050",1,0.5,"srs","SRS",27,"standardized_regret",30,0.38633580629507,0.275317198487653,0.0502658133602716,0.283530674824732,0.489140937765407,"SRS",47
"g100_w050",1,0.5,"srs","SRS",28,"standardized_regret",30,0.376819216719136,0.275526037812482,0.0503039420299726,0.273936103363311,0.479702330074961,"SRS",48
"g100_w050",1,0.5,"srs","SRS",29,"standardized_regret",30,0.370657870687479,0.27578043722489,0.0503503887955698,0.267679763029873,0.473635978345085,"SRS",49
"g100_w050",1,0.5,"srs","SRS",30,"standardized_regret",30,0.368071394101827,0.277485249528171,0.050661643513843,0.264456699068155,0.471686089135498,"SRS",50
"g100_w050",1,0.5,"srs","SRS",31,"standardized_regret",30,0.368071394101827,0.277485249528171,0.050661643513843,0.264456699068155,0.471686089135498,"SRS",51
"g100_w050",1,0.5,"srs","SRS",32,"standardized_regret",30,0.356052978891524,0.275833195267685,0.0503600210522794,0.253055171056975,0.459050786726072,"SRS",52
"g100_w050",1,0.5,"srs","SRS",33,"standardized_regret",30,0.353699873800299,0.274941119620238,0.0501971510672435,0.251035172486959,0.456364575113638,"SRS",53
"g100_w050",1,0.5,"srs","SRS",34,"standardized_regret",30,0.331858111108385,0.234091825757022,0.0427391244982299,0.244446786805805,0.419269435410965,"SRS",54
"g100_w050",1,0.5,"srs","SRS",35,"standardized_regret",30,0.318521568104239,0.205276158266318,0.037478127466821,0.241870190877469,0.395172945331009,"SRS",55
"g100_w050",1,0.5,"srs","SRS",36,"standardized_regret",30,0.311120905854074,0.211917351878419,0.0386906379835233,0.231989666177146,0.390252145531001,"SRS",56
"g100_w050",1,0.5,"srs","SRS",37,"standardized_regret",30,0.309075121890582,0.210100468106643,0.0383589219081344,0.230622317763812,0.387527926017352,"SRS",57
"g100_w050",1,0.5,"srs","SRS",38,"standardized_regret",30,0.307844511613998,0.208832967322724,0.038127508984465,0.22986500005829,0.385824023169707,"SRS",58
"g100_w050",1,0.5,"srs","SRS",39,"standardized_regret",30,0.293458661487931,0.197271898795276,0.036016756310683,0.219796123867853,0.36712119910801,"SRS",59
"g100_w050",1,0.5,"srs","SRS",40,"standardized_regret",30,0.284334413074244,0.19874641087309,0.0362859641527937,0.210121283595585,0.358547542552902,"SRS",60
