"entry_id","method","design_seed_id","stochastic","m","n","design_sha256","initial_design_sha256","initial_seed","move_seed","initial_rank_retry","design_rank_retry","target_lambda","target_geometry","strict_foldover","phi_valid","A","B","Phi","kendall_min","kendall_mean_sq","hamming_min","hamming_mean_sq","position_l2_min","position_l2_mean_sq","pwo_rank","pwo_columns","n_obj_eval","total_obj_eval_including_rank_retries","budget_exhausted","inference_role"
"seed09__Unrestricted_Hamming","Unrestricted_Hamming",9,TRUE,4,12,"b2091cac6bfddbacf0498b150b330f474b508b6cd38f53f9c06efb065449d742","d52fa9310a697eb97d92f1e54beb61db944036bc09f340e4eb293131ee29a330",672501505,2080606719,0,1,NA,"hamming",TRUE,TRUE,0,0.791666666666667,0.395833333333333,1,12.7878787878788,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,12000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed09__Unrestricted_Position_L2","Unrestricted_Position_L2",9,TRUE,4,12,"8c97880e189e189434eda42c6dcdd596014087264a9febc80e2bae38957522ac","d52fa9310a697eb97d92f1e54beb61db944036bc09f340e4eb293131ee29a330",672501505,2080606718,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.4090909090909,2,10.9393939393939,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed09__OofA_OA","OofA_OA",9,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed09__SRS","SRS",9,TRUE,4,12,"d52fa9310a697eb97d92f1e54beb61db944036bc09f340e4eb293131ee29a330","d52fa9310a697eb97d92f1e54beb61db944036bc09f340e4eb293131ee29a330",672501505,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.5151515151515,2,10.6515151515152,1.4142135623731,10.3939393939394,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed10__Exact_Phi_lambda050","Exact_Phi_lambda050",10,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed10__Unrestricted_Hamming","Unrestricted_Hamming",10,TRUE,4,12,"2cbebcd7d7dce33d20587d7921612db56321281d879c034215d83e5115905d5e","82439021ec49179c619363ae797ce04981c8fa31c1c7a655fa65a42247bcd40a",1648494785,1859241039,0,0,NA,"hamming",FALSE,FALSE,NA,NA,NA,1,12.6666666666667,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed10__Unrestricted_Position_L2","Unrestricted_Position_L2",10,TRUE,4,12,"28146825b4dd6c1847e79679fc34e19e39df3e11225c2883a6cb1d8e9e17ecea","82439021ec49179c619363ae797ce04981c8fa31c1c7a655fa65a42247bcd40a",1648494785,1859241039,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.3030303030303,2,10.7575757575758,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed10__OofA_OA","OofA_OA",10,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed10__SRS","SRS",10,TRUE,4,12,"82439021ec49179c619363ae797ce04981c8fa31c1c7a655fa65a42247bcd40a","82439021ec49179c619363ae797ce04981c8fa31c1c7a655fa65a42247bcd40a",1648494785,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.5151515151515,2,10.3939393939394,1.4142135623731,10.3939393939394,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed11__Exact_Phi_lambda050","Exact_Phi_lambda050",11,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed11__Unrestricted_Hamming","Unrestricted_Hamming",11,TRUE,4,12,"d5a5f8b2d8d8ed7233084b707745f08ecbb0a22c85b0e5566e6d87aee63d95eb","08fb9290e1bf8e79bfef521665c67088e68e200e4efa9f704effb3844fad7bc8",873791338,1772890349,0,0,NA,"hamming",FALSE,FALSE,NA,NA,NA,1,12.0454545454545,2,11.3030303030303,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed11__Unrestricted_Position_L2","Unrestricted_Position_L2",11,TRUE,4,12,"4812bcea9ab225fdde979bb8eecdfc458bd9b63bba8e8e25d003cfc827ad74e6","08fb9290e1bf8e79bfef521665c67088e68e200e4efa9f704effb3844fad7bc8",873791338,1772890349,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.2878787878788,2,10.3636363636364,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed11__OofA_OA","OofA_OA",11,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed11__SRS","SRS",11,TRUE,4,12,"08fb9290e1bf8e79bfef521665c67088e68e200e4efa9f704effb3844fad7bc8","08fb9290e1bf8e79bfef521665c67088e68e200e4efa9f704effb3844fad7bc8",873791338,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.7424242424242,2,10.5757575757576,1.4142135623731,10.5454545454545,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed12__Exact_Phi_lambda050","Exact_Phi_lambda050",12,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed12__Unrestricted_Hamming","Unrestricted_Hamming",12,TRUE,4,12,"f13abe87eaecff38688b2192eced89fcf526dcc88b0ae1fe3c3952d7a786a277","df957cd630d4df86a76e17412793308eab6def227fdc26d53e086e2bfae26a56",99087891,1686539659,0,0,NA,"hamming",FALSE,FALSE,NA,NA,NA,1,13.030303030303,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed12__Unrestricted_Position_L2","Unrestricted_Position_L2",12,TRUE,4,12,"7b8323c5b94e1f79e82a093075d08221dc817ed228af15070b2d3985d033a452","df957cd630d4df86a76e17412793308eab6def227fdc26d53e086e2bfae26a56",99087891,1686539659,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.2272727272727,2,10.3636363636364,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed12__OofA_OA","OofA_OA",12,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed12__SRS","SRS",12,TRUE,4,12,"df957cd630d4df86a76e17412793308eab6def227fdc26d53e086e2bfae26a56","df957cd630d4df86a76e17412793308eab6def227fdc26d53e086e2bfae26a56",99087891,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.3787878787879,2,10.7272727272727,1.4142135623731,10.3939393939394,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed13__Exact_Phi_lambda050","Exact_Phi_lambda050",13,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed13__Unrestricted_Hamming","Unrestricted_Hamming",13,TRUE,4,12,"c30c0ca29c3737ac9c2ce732141e0957be3814c612dc5a8e9867f7c149c79628","f106a1af83e919e061e9018d86efbb26d40677f6d857623b0e7ade2c3a891344",1471868073,1600188970,0,1,NA,"hamming",FALSE,FALSE,NA,NA,NA,1,12.2878787878788,2,11.3030303030303,1.4142135623731,10.9090909090909,7,7,6000,12000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed13__Unrestricted_Position_L2","Unrestricted_Position_L2",13,TRUE,4,12,"9bed3ce7f07483b009e4d437caaef5b0f4d9c0676b0146e785d3bfa51942d66a","f106a1af83e919e061e9018d86efbb26d40677f6d857623b0e7ade2c3a891344",1471868073,1600188969,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,11.9393939393939,2,10.7575757575758,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed13__OofA_OA","OofA_OA",13,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed13__SRS","SRS",13,TRUE,4,12,"f106a1af83e919e061e9018d86efbb26d40677f6d857623b0e7ade2c3a891344","f106a1af83e919e061e9018d86efbb26d40677f6d857623b0e7ade2c3a891344",1471868073,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.8636363636364,2,11.0454545454545,1.4142135623731,10.6969696969697,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed14__Exact_Phi_lambda050","Exact_Phi_lambda050",14,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed14__Unrestricted_Hamming","Unrestricted_Hamming",14,TRUE,4,12,"0b5f668a12cee17315c95d9d83017c67e61348bf7219e36c6ad01bffbc2af42b","d10a9bf4217c3112ed44a49f66603ddb5eec3c7b118fb60d97c1ed93a9a01acf",697164626,1513838279,0,0,NA,"hamming",TRUE,TRUE,0,0.791666666666667,0.395833333333333,1,12.7878787878788,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed14__Unrestricted_Position_L2","Unrestricted_Position_L2",14,TRUE,4,12,"4e228e386410c0ffcc9f4530c9cd1942bda0bf43293bd6a6d7cac1af2209f57c","d10a9bf4217c3112ed44a49f66603ddb5eec3c7b118fb60d97c1ed93a9a01acf",697164626,1513838279,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.6060606060606,2,10.1515151515152,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed14__OofA_OA","OofA_OA",14,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed14__SRS","SRS",14,TRUE,4,12,"d10a9bf4217c3112ed44a49f66603ddb5eec3c7b118fb60d97c1ed93a9a01acf","d10a9bf4217c3112ed44a49f66603ddb5eec3c7b118fb60d97c1ed93a9a01acf",697164626,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.9393939393939,2,10.469696969697,1.4142135623731,10.7575757575758,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed15__Exact_Phi_lambda050","Exact_Phi_lambda050",15,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed15__Unrestricted_Hamming","Unrestricted_Hamming",15,TRUE,4,12,"1146b24987f04f87cd66db5bae4d8bc64f19195f1fa18b7d7f7a3e131c991521","0b378a40f748606dcf8684de52eced7f2d3ac5c38c23cd93c6121ee7dd7539b9",2069944808,1427487591,0,2,NA,"hamming",TRUE,TRUE,0,0.791666666666667,0.395833333333333,1,12.7878787878788,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,18000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed15__Unrestricted_Position_L2","Unrestricted_Position_L2",15,TRUE,4,12,"2e0b8d2a77694388b3cdaf3cedd3f10eadf9e23505c60e6b7dc71a23dde6881f","0b378a40f748606dcf8684de52eced7f2d3ac5c38c23cd93c6121ee7dd7539b9",2069944808,1427487589,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,10.9090909090909,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed15__OofA_OA","OofA_OA",15,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed15__SRS","SRS",15,TRUE,4,12,"0b378a40f748606dcf8684de52eced7f2d3ac5c38c23cd93c6121ee7dd7539b9","0b378a40f748606dcf8684de52eced7f2d3ac5c38c23cd93c6121ee7dd7539b9",2069944808,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,12.1666666666667,2,10.2121212121212,1.4142135623731,10.7272727272727,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed16__Exact_Phi_lambda050","Exact_Phi_lambda050",16,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed16__Unrestricted_Hamming","Unrestricted_Hamming",16,TRUE,4,12,"21caa2762ee1c469e86ce2831fd03814b23a537ac6d1afe1411cfa00679485c1","48cbaa8a1e5e07f978c2d283ec028fc4f7f85481f1fa78c050e6df5a3ae81c51",1295241361,1341136899,0,0,NA,"hamming",FALSE,FALSE,NA,NA,NA,1,12.6666666666667,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed16__Unrestricted_Position_L2","Unrestricted_Position_L2",16,TRUE,4,12,"e29a0a6516ff922269df23d9fa3806c34f56e16b4aecdbc3ef0619c4ff2e070d","48cbaa8a1e5e07f978c2d283ec028fc4f7f85481f1fa78c050e6df5a3ae81c51",1295241361,1341136899,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.1666666666667,2,10.5454545454545,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed16__OofA_OA","OofA_OA",16,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
"seed16__SRS","SRS",16,TRUE,4,12,"48cbaa8a1e5e07f978c2d283ec028fc4f7f85481f1fa78c050e6df5a3ae81c51","48cbaa8a1e5e07f978c2d283ec028fc4f7f85481f1fa78c050e6df5a3ae81c51",1295241361,NA,0,0,NA,"uniform_without_replacement_conditional_on_full_PWO_rank",FALSE,FALSE,NA,NA,NA,1,11.6212121212121,2,10.2878787878788,1.4142135623731,10.3333333333333,7,7,0,0,NA,"paired_Monte_Carlo_by_design_seed"
"seed17__Exact_Phi_lambda050","Exact_Phi_lambda050",17,FALSE,4,12,"12c49faf00495200afbe9c71b65dd8609d4952a9e722cbac49a856dd75d16fc8",NA,NA,NA,0,0,0.5,"kendall_weighted_strict_foldover",TRUE,TRUE,0.5,0.9375,0.71875,2,12.3636363636364,3,10.9090909090909,2,10.9090909090909,7,7,924,924,TRUE,"fixed_design_descriptive_repeated_only_for_alignment"
"seed17__Unrestricted_Hamming","Unrestricted_Hamming",17,TRUE,4,12,"b4f72106c25f24ae4b0528baa46f2478574df670ea4a3fe1e8b5c3268b003173","af6bdb45118166b5e823242ae3fc1e12172cc53c096c8284d8f63c46fbac8d38",520537914,1254786209,0,0,NA,"hamming",TRUE,TRUE,0,0.791666666666667,0.395833333333333,1,12.7878787878788,2,11.3939393939394,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed17__Unrestricted_Position_L2","Unrestricted_Position_L2",17,TRUE,4,12,"e80e93743e8ae15034dd6525a67d51b38df163823458865f789850d69087da6c","af6bdb45118166b5e823242ae3fc1e12172cc53c096c8284d8f63c46fbac8d38",520537914,1254786209,0,0,NA,"l2_position",FALSE,FALSE,NA,NA,NA,1,12.9090909090909,2,10.8181818181818,1.4142135623731,10.9090909090909,7,7,6000,6000,TRUE,"paired_Monte_Carlo_by_design_seed"
"seed17__OofA_OA","OofA_OA",17,FALSE,4,12,"5fb1aff3a8a8f83f0b288115e422acda4488658fce87aba3218e7b4afa33265f",NA,NA,NA,0,0,NA,"OofA-OA(12,4,2)",FALSE,FALSE,NA,NA,NA,1,12.1818181818182,2,11.2727272727273,1.4142135623731,10.9090909090909,7,7,0,0,NA,"fixed_design_descriptive_repeated_only_for_alignment"
