"m","n","lambda","k_min_mean","k_min_sd","k_min_se","k_ave_mean","k_ave_sd","k_ave_se","k_m2_mean","k_m2_sd","k_m2_se","A_mean","A_sd","A_se","B_mean","B_sd","B_se","phi_lambda_mean","phi_lambda_sd","phi_lambda_se","elapsed_sec_mean","elapsed_sec_sd","elapsed_sec_se","n_iter_mean","n_iter_sd","n_iter_se","n_runs"
10,10,1,19.3,0.470162345981627,0.105131496607569,25,0,0,679.133333333333,1.63852260749819,0.366384793303616,0.871428571428571,0.0223886831419823,0.00500626174321759,0.83237835379718,0.00335304762789535,0.000749764242776843,0.871428571428571,0.0223886831419823,0.00500626174321759,0.0387500000000002,0.00627337733265599,0.00140276981643251,6000,0,0,20
10,20,0,12.3,1.59274671723509,0.35614899306773,23.6842105263158,0,0,600.52,0.448163217721641,0.100212341984063,0.538095238095238,0.0758450817730996,0.0169594758603681,0.924221405604042,0.000977848086439047,0.00021865347929458,0.924221405604042,0.000977848086439047,0.00021865347929458,0.0822500000000012,0.0128508652176465,0.00287354081963451,6000,0,0,20
10,20,0.1,14.25,0.550119604220181,0.12301048307916,23.6842105263158,0,0,601.044210526316,1.90248216866793,0.425407945512271,0.630952380952381,0.0261961716295324,0.00585764205138859,0.923077629765733,0.00415102907724973,0.000928198319330861,0.893865104884398,0.00453322694390942,0.00101366036040151,0.0821000000000007,0.0115115502637007,0.00257406089160403,6000,0,0,20
10,20,0.2,14.4,0.502624689950035,0.112390297389803,23.6842105263158,0,0,601.747368421053,1.60849182597263,0.359669706412756,0.638095238095238,0.0239345090452397,0.00535191892332396,0.921543408360129,0.00350957104886082,0.000784763943711802,0.864853774307151,0.00504169989618233,0.00112735836900173,0.0829999999999998,0.0102802826092628,0.00229874107422205,6000,0,0,20
10,20,0.3,14.45,0.51041778553404,0.114132886537902,23.6842105263158,0,0,601.547368421053,1.50757237203324,0.337103430486692,0.64047619047619,0.0243056088349543,0.00543489935894772,0.921979788700046,0.00328937472078911,0.000735526547915384,0.837528709232889,0.00666876386520242,0.00149118093284869,0.0868500000000004,0.0216509997338154,0.0048413107185641,6000,0,0,20
10,20,0.4,14.75,0.444261658319319,0.0993399267798783,23.6842105263158,0,0,602.734736842105,3.32662364016002,0.743855659495561,0.654761904761905,0.0211553170628247,0.00473047270380372,0.919389067524116,0.00725836577435007,0.00162301992770046,0.813538202419231,0.0088662292777681,0.00198254913691883,0.081999999999999,0.0130182058752537,0.00291095932821544,6000,0,0,20
10,20,0.5,14.6,0.502624689950035,0.112390297389803,23.6842105263158,0,0,602.248421052632,2.58242041004629,0.57744675833464,0.647619047619048,0.0239345090452397,0.00535191892332396,0.920450160771704,0.00563458748172709,0.00125993206343111,0.784034604195376,0.0116442028289475,0.00260372290693219,0.0822500000000002,0.0114288416321445,0.00255556667935546,6000,0,0,20
10,20,0.6,14.7,0.470162345981627,0.105131496607569,23.6842105263158,0,0,602.673684210526,1.69970710065634,0.380066061890666,0.652380952380952,0.0223886831419822,0.00500626174321758,0.919522278364722,0.00370859381172147,0.000829266786394426,0.75923748277446,0.0132255560167301,0.00295732422936398,0.0817499999999996,0.0110970598287158,0.00248137801273907,6000,0,0,20
10,20,0.7,14.65,0.489360484929593,0.109424330980483,23.6842105263158,0,0,602.122105263158,2.37586739556815,0.531260100201577,0.65,0.0233028802347425,0.00521068242764205,0.920725769407441,0.0051839091083825,0.00115915731555236,0.731217730822232,0.0158419650343231,0.00354237107139213,0.0820000000000007,0.012200086280972,0.00272802222556159,6000,0,0,20
10,20,0.8,14.85,0.366347548532523,0.0819178021909125,23.6842105263158,0,0,601.812631578947,1.76157360499807,0.393899832814505,0.65952380952381,0.0174451213586916,0.00390084772337678,0.921401010564998,0.00384358044269215,0.000859450714684838,0.711899249732047,0.0136177303702434,0.00304501708071276,0.0859499999999995,0.0211273706237594,0.00472422369005582,6000,0,0,20
10,20,0.9,14.7,0.470162345981627,0.105131496607569,23.6842105263158,0,0,601.484210526316,1.66576463902577,0.372476296737703,0.652380952380952,0.0223886831419822,0.00500626174321758,0.922117593017915,0.00363453469700157,0.000812706664907711,0.679354616444649,0.0201916150927739,0.00451498239229531,0.0824500000000005,0.0150629381351437,0.00336817536110551,6000,0,0,20
10,20,1,14.8,0.615587011251092,0.137649440322337,23.6842105263158,0,0,604.225263157895,1.83147196172398,0.409529580529972,0.657142857142857,0.029313667202433,0.00655473525344462,0.916136885622416,0.00399609178603075,0.00089355328778933,0.657142857142857,0.029313667202433,0.00655473525344462,0.0827,0.0114666564667434,0.00256402233342759,6000,0,0,20
10,30,0,10.05,1.57195821559574,0.351500542786135,23.2758620689655,0,0,578.211954022988,0.645797909693537,0.144404802580202,0.430952380952381,0.0748551531236067,0.016738121085054,0.950595585599426,0.00143863415126076,0.000321688375697178,0.950595585599426,0.00143863415126076,0.000321688375697178,0.131399999999999,0.0198637464002299,0.00444166872387307,6000,0,0,20
10,30,0.1,12.35,0.5871429486124,0.131289154560699,23.2758620689655,0,0,579.293333333333,1.59835226779865,0.357402432278873,0.54047619047619,0.0279591880291619,0.00625186450289043,0.948186613407077,0.00356062496283307,0.00079617994592774,0.907415571113989,0.00356133491130644,0.000796338695232439,0.13435,0.0251841115325563,0.00563133853397324,6000,0,0,20
10,30,0.2,12.5,0.512989176042577,0.114707866935281,23.2758620689655,0,0,579.539770114942,1.70465027847864,0.38117139005422,0.547619047619048,0.0244280560020274,0.00546227937787051,0.947637629948277,0.00379742341956374,0.000849129690549422,0.867633913482431,0.00397478467919152,0.000888788873859693,0.131750000000001,0.0199627943408416,0.00446381651669699,6000,0,0,20
10,30,0.3,12.55,0.51041778553404,0.114132886537902,23.2758620689655,0,0,580.246896551724,1.49885324692921,0.335153774842999,0.55,0.0243056088349543,0.00543489935894772,0.946062375172838,0.00333897251197934,0.000746616951178902,0.827243662620986,0.00656160838107468,0.00146722023818153,0.132600000000002,0.0222956214724359,0.00498545252129707,6000,0,0,20
10,30,0.4,12.55,0.51041778553404,0.114132886537902,23.2758620689655,0,0,579.80183908046,1.4010136822108,0.313276183083064,0.55,0.0243056088349543,0.00543489935894772,0.947053822911866,0.00312101680627693,0.00069788057377545,0.788232293747119,0.00963247978253161,0.00215388795856331,0.1287,0.0206629594864048,0.00462037820279253,6000,0,0,20
10,30,0.5,12.55,0.51041778553404,0.114132886537902,23.2758620689655,0,0,580.025287356322,2.14995609907067,0.48074479861623,0.55,0.0243056088349543,0.00543489935894772,0.94655605059661,0.0047894244026002,0.00107094785373104,0.748278025298305,0.0112784598264472,0.00252194028534364,0.130500000000001,0.0214316539136315,0.00479226350211294,6000,0,0,20
