"experiment","m","n","lambda","rep","seed","design_path","objective","n_iter","elapsed_sec","k_min","k_ave","k_m2","A","B","phi_lambda","C1","C2","U2"
"distance",5,5,0,4,751130403,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda000_rep04.rds",0.806047516198704,6000,0.0109999999999992,4,6,40.2,0.75,0.806047516198704,0.806047516198704,5,36.4583333333333,55.75
"distance",10,10,0,4,2126489936,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda000_rep04.rds",0.836016371077762,6000,0.0330000000000013,19,25,677.355555555556,0.857142857142857,0.836016371077762,0.836016371077762,22,597.222222222222,1085.88888888889
"distance",20,20,0,4,1091704035,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda000_rep04.rds",0.911548726994221,6000,0.131,70,100,10552.3368421053,0.734042553191489,0.911548726994221,0.911548726994221,95,9750,18820.9473684211
"distance",5,10,0,4,1324584500,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda000_rep04.rds",0.891931540342298,6000,0.0210000000000008,3,5.55555555555556,34.0444444444444,0.5,0.891931540342298,0.891931540342298,5,32.4074074074074,47.5555555555556
"distance",10,20,0,4,2051274265,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda000_rep04.rds",0.925585668350942,6000,0.0700000000000003,12,23.6842105263158,599.894736842105,0.523809523809524,0.925585668350942,0.925585668350942,22,565.789473684211,1024.10526315789
"distance",20,40,0,4,941272693,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda000_rep04.rds",0.955092095098136,6000,0.298999999999999,55,97.4358974358974,9896.47692307692,0.574468085106383,0.955092095098136,0.955092095098136,95,9500,18328.6666666667
"distance",5,15,0,4,649600476,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda000_rep04.rds",0.954475703324808,6000,0.0280000000000022,2,5.33333333333333,31.8857142857143,0.25,0.954475703324808,0.954475703324808,5,31.25,45.2142857142857
"distance",10,30,0,4,1976058594,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda000_rep04.rds",0.951052388999846,6000,0.109999999999999,10,23.2758620689655,578.006896551724,0.428571428571429,0.951052388999846,0.951052388999846,22,556.034482758621,1004.93103448276
"distance",20,60,0,4,790841351,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda000_rep04.rds",0.971020309078137,6000,0.517999999999997,47,96.6101694915254,9673.08248587571,0.48936170212766,0.971020309078137,0.971020309078137,95,9419.49152542373,18170.1355932203
"distance",5,20,0,4,1249368829,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda000_rep04.rds",0.954973821989529,6000,0.0309999999999988,2,5.26315789473684,31.3052631578947,0.25,0.954973821989529,0.954973821989529,5,30.7017543859649,44.1052631578947
"distance",10,40,0,4,1900842923,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda000_rep04.rds",0.961195752539243,6000,0.151,11,23.0769230769231,568.523076923077,0.476190476190476,0.961195752539243,0.961195752539243,22,551.282051282051,995.589743589744
"distance",20,80,0,4,640410009,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n080_lambda000_rep04.rds",0.977839124281883,6000,0.739000000000001,47,96.2025316455696,9572.81518987342,0.48936170212766,0.977839124281883,0.977839124281883,95,9379.74683544304,18091.8734177215
"distance",5,25,0,4,574384805,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n025_lambda000_rep04.rds",0.973127987254381,6000,0.0479999999999983,1,5.2,30.7333333333333,0,0.973127987254381,0.973127987254381,5,30.3819444444444,43.4583333333333
"distance",10,50,0,4,1825627252,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n050_lambda000_rep04.rds",0.970263425455218,6000,0.206000000000003,8,22.9591836734694,561.600816326531,0.333333333333333,0.970263425455218,0.970263425455218,22,548.469387755102,990.061224489796
"distance",20,100,0,4,1805029784,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n100_lambda000_rep04.rds",0.983075835708673,6000,1.024,46,95.959595959596,9503.11757575758,0.478723404255319,0.983075835708673,0.983075835708673,95,9356.06060606061,18045.2323232323
"distance",5,5,0.1,4,776701180,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda010_rep04.rds",0.800442764578834,6000,0.0169999999999995,4,6,40.2,0.75,0.806047516198704,0.800442764578834,5,36.4583333333333,55.75
"distance",10,10,0.1,4,329080654,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda010_rep04.rds",0.837474176573767,6000,0.0339999999999989,19,25,677.711111111111,0.857142857142857,0.835288767621646,0.837474176573767,22,597.222222222222,1085.88888888889
"distance",20,20,0.1,4,2057845423,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda010_rep04.rds",0.898621581569995,6000,0.138000000000002,74,100,10546.6105263158,0.776595744680851,0.912180007891011,0.898621581569995,95,9750,18820.9473684211
"distance",5,10,0.1,4,2052471719,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda010_rep04.rds",0.867176039119804,6000,0.0210000000000008,4,5.55555555555556,34.2222222222222,0.75,0.880195599022005,0.867176039119804,5,32.4074074074074,47.5555555555556
"distance",10,20,0.1,4,190611652,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda010_rep04.rds",0.894435767876282,6000,0.0650000000000013,14,23.6842105263158,600.147368421053,0.619047619047619,0.925034451079467,0.894435767876282,22,565.789473684211,1024.10526315789
"distance",20,40,0.1,4,1780907419,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda010_rep04.rds",0.927023923826972,6000,0.306000000000001,66,97.4358974358974,9913.23076923077,0.691489361702128,0.953194430729732,0.927023923826972,95,9500,18328.6666666667
"distance",5,15,0.1,4,30847052,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda010_rep04.rds",0.88693094629156,6000,0.0310000000000024,3,5.33333333333333,32.2285714285714,0.5,0.929923273657289,0.88693094629156,5,31.25,45.2142857142857
"distance",10,30,0.1,4,52142650,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda010_rep04.rds",0.910066501327832,6000,0.108999999999998,13,23.2758620689655,579.514942528736,0.571428571428571,0.947692937983305,0.910066501327832,22,556.034482758621,1004.93103448276
"distance",20,60,0.1,4,1503969415,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda010_rep04.rds",0.932246934912132,6000,0.512,58,96.6101694915254,9695.53898305085,0.606382978723404,0.968454041155324,0.932246934912132,95,9419.49152542373,18170.1355932203
"distance",5,20,0.1,4,1914002717,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda010_rep04.rds",0.878821989528796,6000,0.0380000000000003,2,5.26315789473684,31.3894736842105,0.25,0.94869109947644,0.878821989528796,5,30.7017543859649,44.1052631578947
"distance",10,40,0.1,4,2061157277,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda010_rep04.rds",0.909661983907136,6000,0.151999999999997,11,23.0769230769231,570.020512820513,0.476190476190476,0.957825484764543,0.909661983907136,22,551.282051282051,995.589743589744
"distance",20,80,0.1,4,1227031411,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n080_lambda010_rep04.rds",0.937818340697696,6000,0.754000000000001,55,96.2025316455696,9569.75316455696,0.574468085106383,0.978190591318953,0.937818340697696,95,9379.74683544304,18091.8734177215
"distance",5,25,0.1,4,2039861679,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n025_lambda010_rep04.rds",0.902191715347849,6000,0.0570000000000022,2,5.2,30.7133333333333,0.25,0.97465746149761,0.902191715347849,5,30.3819444444444,43.4583333333333
"distance",10,50,0.1,4,1922688275,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n050_lambda010_rep04.rds",0.91227427937623,6000,0.201000000000001,10,22.9591836734694,563.475102040816,0.428571428571429,0.966019040576763,0.91227427937623,22,548.469387755102,990.061224489796
"distance",20,100,0.1,4,636855083,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n100_lambda010_rep04.rds",0.938494195551719,6000,1.019,53,95.959595959596,9518.49939393939,0.553191489361702,0.981305607350609,0.938494195551719,95,9356.06060606061,18045.2323232323
"distance",5,5,0.2,4,776718341,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda020_rep04.rds",0.794838012958963,6000,0.0109999999999992,4,6,40.2,0.75,0.806047516198704,0.794838012958963,5,36.4583333333333,55.75
"distance",10,10,0.2,4,329097815,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda020_rep04.rds",0.849183395049698,6000,0.0340000000000025,20,25,677.711111111111,0.904761904761905,0.835288767621646,0.849183395049698,22,597.222222222222,1085.88888888889
"distance",20,20,0.2,4,2057862584,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda020_rep04.rds",0.880156131409533,6000,0.131999999999998,72,100,10554,0.75531914893617,0.911365377027874,0.880156131409533,95,9750,18820.9473684211
"distance",5,10,0.2,4,2052488880,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda020_rep04.rds",0.854156479217604,6000,0.0219999999999985,4,5.55555555555556,34.2222222222222,0.75,0.880195599022005,0.854156479217604,5,32.4074074074074,47.5555555555556
"distance",10,20,0.2,4,190628813,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda020_rep04.rds",0.861264737406217,6000,0.0710000000000015,14,23.6842105263158,601.621052631579,0.619047619047619,0.921819016995866,0.861264737406217,22,565.789473684211,1024.10526315789
"distance",20,40,0.2,4,1780924580,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda020_rep04.rds",0.892787019124948,6000,0.294999999999998,62,97.4358974358974,9908.32820512821,0.648936170212766,0.953749731352993,0.892787019124948,95,9500,18328.6666666667
"distance",5,15,0.2,4,30864213,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda020_rep04.rds",0.823401534526854,6000,0.0330000000000013,2,5.33333333333333,31.7142857142857,0.25,0.966751918158568,0.823401534526854,5,31.25,45.2142857142857
"distance",10,30,0.2,4,52159811,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda020_rep04.rds",0.866966617650286,6000,0.127000000000002,13,23.2758620689655,582.586206896552,0.571428571428571,0.940851129205715,0.866966617650286,22,556.034482758621,1004.93103448276
"distance",20,60,0.2,4,1503986576,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda020_rep04.rds",0.898801552951478,6000,0.538,59,96.6101694915254,9688.60338983051,0.617021276595745,0.969246622040412,0.898801552951478,95,9419.49152542373,18170.1355932203
"distance",5,20,0.2,4,1914019878,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda020_rep04.rds",0.812722513089005,6000,0.0410000000000004,2,5.26315789473684,31.3263157894737,0.25,0.953403141361256,0.812722513089005,5,30.7017543859649,44.1052631578947
"distance",10,40,0.2,4,2061174438,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda020_rep04.rds",0.861757024139296,6000,0.158999999999999,11,23.0769230769231,569.876923076923,0.476190476190476,0.958148661126501,0.861757024139296,22,551.282051282051,995.589743589744
"distance",20,80,0.2,4,1227048572,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n080_lambda020_rep04.rds",0.896396452765146,6000,0.751999999999999,56,96.2025316455696,9604.35443037975,0.585106382978723,0.974218970211752,0.896396452765146,95,9379.74683544304,18091.8734177215
"distance",5,25,0.2,4,2039878840,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n025_lambda020_rep04.rds",0.817082315454063,6000,0.0539999999999985,2,5.2,30.92,0.25,0.958852894317578,0.817082315454063,5,30.3819444444444,43.4583333333333
"distance",10,50,0.2,4,1922705436,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n050_lambda020_rep04.rds",0.860588118785734,6000,0.202999999999999,10,22.9591836734694,562.338775510204,0.428571428571429,0.96859229133931,0.860588118785734,22,548.469387755102,990.061224489796
"distance",20,100,0.2,4,636872244,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n100_lambda020_rep04.rds",0.894673934936003,6000,1.051,53,95.959595959596,9529.45696969697,0.553191489361702,0.980044546329578,0.894673934936003,95,9356.06060606061,18045.2323232323
"distance",5,5,0.3,4,776735502,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda030_rep04.rds",0.789233261339093,6000,0.0139999999999993,4,6,40.2,0.75,0.806047516198704,0.789233261339093,5,36.4583333333333,55.75
"distance",10,10,0.3,4,329114976,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda030_rep04.rds",0.837006431494835,6000,0.0360000000000014,19,25,681.088888888889,0.857142857142857,0.82837653478854,0.837006431494835,22,597.222222222222,1085.88888888889
"distance",20,20,0.3,4,2057879745,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda030_rep04.rds",0.865550649872672,6000,0.135000000000002,72,100,10541.0526315789,0.75531914893617,0.912792721702602,0.865550649872672,95,9750,18820.9473684211
"distance",5,10,0.3,4,2052506041,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda030_rep04.rds",0.841136919315403,6000,0.0180000000000007,4,5.55555555555556,34.2222222222222,0.75,0.880195599022005,0.841136919315403,5,32.4074074074074,47.5555555555556
"distance",10,20,0.3,4,190645974,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda030_rep04.rds",0.829251263206247,6000,0.0740000000000016,14,23.6842105263158,602.757894736842,0.619047619047619,0.919338539274231,0.829251263206247,22,565.789473684211,1024.10526315789
"distance",20,40,0.3,4,1780941741,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda030_rep04.rds",0.869357093572456,6000,0.303000000000001,64,97.4358974358974,9899.89743589744,0.670212765957447,0.954704662550317,0.869357093572456,95,9500,18328.6666666667
"distance",5,15,0.3,4,30881374,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda030_rep04.rds",0.744087809036658,6000,0.0309999999999988,2,5.33333333333333,31.8666666666667,0.25,0.955839727195226,0.744087809036658,5,31.25,45.2142857142857
"distance",10,30,0.3,4,52176972,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda030_rep04.rds",0.822133895192737,6000,0.111000000000001,12,23.2758620689655,578.485057471264,0.523809523809524,0.949987197214114,0.822133895192737,22,556.034482758621,1004.93103448276
"distance",20,60,0.3,4,1504003737,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda030_rep04.rds",0.860435796678878,6000,0.542000000000002,58,96.6101694915254,9688,0.606382978723404,0.969315575802653,0.860435796678878,95,9419.49152542373,18170.1355932203
"distance",5,20,0.3,4,1914037039,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda030_rep04.rds",0.742382198952879,6000,0.0309999999999988,2,5.26315789473684,31.3263157894737,0.25,0.953403141361256,0.742382198952879,5,30.7017543859649,44.1052631578947
"distance",10,40,0.3,4,2061191599,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda030_rep04.rds",0.814740799366838,6000,0.167000000000002,11,23.0769230769231,569.128205128205,0.476190476190476,0.95983379501385,0.814740799366838,22,551.282051282051,995.589743589744
"distance",20,80,0.3,4,1227065733,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n080_lambda030_rep04.rds",0.855616290105955,6000,0.754999999999999,55,96.2025316455696,9587.89367088608,0.574468085106383,0.976108377962915,0.855616290105955,95,9379.74683544304,18091.8734177215
"distance",5,25,0.3,4,2039896001,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n025_lambda030_rep04.rds",0.745840148698885,6000,0.046999999999997,2,5.2,30.9266666666667,0.25,0.958343069569835,0.745840148698885,5,30.3819444444444,43.4583333333333
"distance",10,50,0.3,4,1922722597,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n050_lambda030_rep04.rds",0.81849075039943,6000,0.202999999999999,11,22.9591836734694,563.840816326531,0.476190476190476,0.965190867917553,0.81849075039943,22,548.469387755102,990.061224489796
"distance",20,100,0.3,4,636889405,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n100_lambda030_rep04.rds",0.85014983241949,6000,1.071,52,95.959595959596,9512.66585858586,0.542553191489362,0.981976964246688,0.85014983241949,95,9356.06060606061,18045.2323232323
"distance",5,5,0.4,4,776752663,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda040_rep04.rds",0.783628509719222,6000,0.0109999999999992,4,6,40.2,0.75,0.806047516198704,0.783628509719222,5,36.4583333333333,55.75
"distance",10,10,0.4,4,329132137,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda040_rep04.rds",0.843375560319626,6000,0.0299999999999976,19,25,678.244444444444,0.857142857142857,0.834197362437472,0.843375560319626,22,597.222222222222,1085.88888888889
"distance",20,20,0.4,4,2057896906,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda040_rep04.rds",0.853185494563449,6000,0.141999999999999,73,100,10554.2526315789,0.765957446808511,0.911337526400074,0.853185494563449,95,9750,18820.9473684211
"distance",5,10,0.4,4,2052523202,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda040_rep04.rds",0.828117359413203,6000,0.0210000000000008,4,5.55555555555556,34.2222222222222,0.75,0.880195599022005,0.828117359413203,5,32.4074074074074,47.5555555555556
"distance",10,20,0.4,4,190663135,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda040_rep04.rds",0.824774154034604,6000,0.0700000000000003,15,23.6842105263158,597.789473684211,0.666666666666667,0.930179145613229,0.824774154034604,22,565.789473684211,1024.10526315789
"distance",20,40,0.4,4,1780958902,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda040_rep04.rds",0.840828093970035,6000,0.324999999999999,64,97.4358974358974,9901.0717948718,0.670212765957447,0.954571645978427,0.840828093970035,95,9500,18328.6666666667
"distance",5,15,0.4,4,30898535,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda040_rep04.rds",0.674322250639386,6000,0.0300000000000011,2,5.33333333333333,31.847619047619,0.25,0.957203751065644,0.674322250639386,5,31.25,45.2142857142857
"distance",10,30,0.4,4,52194133,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda040_rep04.rds",0.779884848085801,6000,0.109999999999999,12,23.2758620689655,578.209195402299,0.523809523809524,0.950601730936652,0.779884848085801,22,556.034482758621,1004.93103448276
"distance",20,60,0.4,4,1504020898,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda040_rep04.rds",0.845395115113056,6000,0.510999999999999,63,96.6101694915254,9688.35028248588,0.659574468085106,0.969275546465022,0.845395115113056,95,9419.49152542373,18170.1355932203
"distance",5,20,0.4,4,1914054200,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda040_rep04.rds",0.672041884816754,6000,0.0339999999999989,2,5.26315789473684,31.3263157894737,0.25,0.953403141361256,0.672041884816754,5,30.7017543859649,44.1052631578947
"distance",10,40,0.4,4,2061208760,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda040_rep04.rds",0.766473420393088,6000,0.154,11,23.0769230769231,569.05641025641,0.476190476190476,0.959995383194829,0.766473420393088,22,551.282051282051,995.589743589744
"distance",20,80,0.4,4,1227082894,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n080_lambda040_rep04.rds",0.829182042879393,6000,0.77,58,96.2025316455696,9573.89873417722,0.606382978723404,0.977714752316718,0.829182042879393,95,9379.74683544304,18091.8734177215
"distance",5,25,0.4,4,2039913162,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n025_lambda040_rep04.rds",0.675617631439193,6000,0.0509999999999984,2,5.2,30.9133333333333,0.25,0.959362719065321,0.675617631439193,5,30.3819444444444,43.4583333333333
"distance",10,50,0.4,4,1922739758,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n050_lambda040_rep04.rds",0.751918450345292,6000,0.213000000000001,10,22.9591836734694,562.828571428571,0.428571428571429,0.967483131527868,0.751918450345292,22,548.469387755102,990.061224489796
"distance",20,100,0.4,4,636906566,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n100_lambda040_rep04.rds",0.806025382483951,6000,1.064,52,95.959595959596,9515.30262626263,0.542553191489362,0.981673509813677,0.806025382483951,95,9356.06060606061,18045.2323232323
"distance",5,5,0.5,4,776769824,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda050_rep04.rds",0.778023758099352,6000,0.0120000000000005,4,6,40.2,0.75,0.806047516198704,0.778023758099352,5,36.4583333333333,55.75
"distance",10,10,0.5,4,329149298,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda050_rep04.rds",0.845488208926135,6000,0.0350000000000001,19,25,678.422222222222,0.857142857142857,0.833833560709413,0.845488208926135,22,597.222222222222,1085.88888888889
"distance",20,20,0.5,4,2057914067,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda050_rep04.rds",0.83183716863802,6000,0.134,72,100,10581.3052631579,0.75531914893617,0.908355188339871,0.83183716863802,95,9750,18820.9473684211
"distance",5,10,0.5,4,2052540363,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda050_rep04.rds",0.815097799511002,6000,0.0209999999999972,4,5.55555555555556,34.2222222222222,0.75,0.880195599022005,0.815097799511002,5,32.4074074074074,47.5555555555556
"distance",10,20,0.5,4,190680296,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda050_rep04.rds",0.79557495023733,6000,0.0730000000000004,15,23.6842105263158,600.4,0.666666666666667,0.924483233807993,0.79557495023733,22,565.789473684211,1024.10526315789
"distance",20,40,0.5,4,1780976063,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda050_rep04.rds",0.807645783406804,6000,0.337999999999997,63,97.4358974358974,9890.95897435897,0.659574468085106,0.955717098728501,0.807645783406804,95,9500,18328.6666666667
"distance",5,15,0.5,4,30915696,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda050_rep04.rds",0.723145780051151,6000,0.032,3,5.33333333333333,32,0.5,0.946291560102302,0.723145780051151,5,31.25,45.2142857142857
"distance",10,30,0.5,4,52211294,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda050_rep04.rds",0.735443964035146,6000,0.110000000000003,12,23.2758620689655,579.790804597701,0.523809523809524,0.947078404260767,0.735443964035146,22,556.034482758621,1004.93103448276
"distance",20,60,0.5,4,1504038059,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda050_rep04.rds",0.798800062222679,6000,0.568999999999999,60,96.6101694915254,9682.53107344633,0.627659574468085,0.969940549977274,0.798800062222679,95,9419.49152542373,18170.1355932203
"distance",5,20,0.5,4,1914071361,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda050_rep04.rds",0.602486910994764,6000,0.0360000000000014,2,5.26315789473684,31.3052631578947,0.25,0.954973821989529,0.602486910994764,5,30.7017543859649,44.1052631578947
"distance",10,40,0.5,4,2061225921,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda050_rep04.rds",0.719016290726817,6000,0.154999999999998,11,23.0769230769231,568.235897435897,0.476190476190476,0.961842105263158,0.719016290726817,22,551.282051282051,995.589743589744
"distance",20,80,0.5,4,1227100055,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n080_lambda050_rep04.rds",0.780042693972442,6000,0.824999999999999,56,96.2025316455696,9597.7329113924,0.585106382978723,0.974979004966161,0.780042693972442,95,9379.74683544304,18091.8734177215
"distance",5,25,0.5,4,2039930323,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n025_lambda050_rep04.rds",0.608505045140733,6000,0.0479999999999983,2,5.2,30.8133333333333,0.25,0.967010090281466,0.608505045140733,5,30.3819444444444,43.4583333333333
"distance",10,50,0.5,4,1922756919,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n050_lambda050_rep04.rds",0.698374816790567,6000,0.207000000000001,10,22.9591836734694,562.521632653061,0.428571428571429,0.968178205009705,0.698374816790567,22,548.469387755102,990.061224489796
"distance",20,100,0.5,4,636923727,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n100_lambda050_rep04.rds",0.767504108509975,6000,1.123,53,95.959595959596,9514.05818181818,0.553191489361702,0.981816727658249,0.767504108509975,95,9356.06060606061,18045.2323232323
"distance",5,5,0.6,4,776786985,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n005_lambda060_rep04.rds",0.772419006479482,6000,0.0120000000000005,4,6,40.2,0.75,0.806047516198704,0.772419006479482,5,36.4583333333333,55.75
"distance",10,10,0.6,4,329166459,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n010_lambda060_rep04.rds",0.84781913856948,6000,0.0339999999999989,19,25,678.422222222222,0.857142857142857,0.833833560709413,0.84781913856948,22,597.222222222222,1085.88888888889
"distance",20,20,0.6,4,2057931228,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n020_lambda060_rep04.rds",0.823358440048808,6000,0.216000000000001,73,100,10571.2842105263,0.765957446808511,0.909459929909253,0.823358440048808,95,9750,18820.9473684211
"distance",5,10,0.6,4,2052557524,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n010_lambda060_rep04.rds",0.802078239608802,6000,0.0199999999999996,4,5.55555555555556,34.2222222222222,0.75,0.880195599022005,0.802078239608802,5,32.4074074074074,47.5555555555556
"distance",10,20,0.6,4,190697457,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n020_lambda060_rep04.rds",0.768801102434543,6000,0.0680000000000014,15,23.6842105263158,601.536842105263,0.666666666666667,0.922002756086357,0.768801102434543,22,565.789473684211,1024.10526315789
"distance",20,40,0.6,4,1780993224,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n040_lambda060_rep04.rds",0.777374685672188,6000,0.388999999999999,63,97.4358974358974,9905.45641025641,0.659574468085106,0.954075012052812,0.777374685672188,95,9500,18328.6666666667
"distance",5,15,0.6,4,30932857,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n015_lambda060_rep04.rds",0.538337595907928,6000,0.0329999999999977,2,5.33333333333333,31.6571428571429,0.25,0.970843989769821,0.538337595907928,5,31.25,45.2142857142857
"distance",10,30,0.6,4,52228455,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n030_lambda060_rep04.rds",0.723425586550491,6000,0.106000000000002,13,23.2758620689655,577.841379310345,0.571428571428571,0.951421109233369,0.723425586550491,22,556.034482758621,1004.93103448276
"distance",20,60,0.6,4,1504055220,"outputs/wcrit/01_distance_sensitivity/designs/distance_m20_n060_lambda060_rep04.rds",0.764836933061497,6000,0.597999999999999,60,96.6101694915254,9676.73446327684,0.627659574468085,0.970602970951614,0.764836933061497,95,9419.49152542373,18170.1355932203
"distance",5,20,0.6,4,1914088522,"outputs/wcrit/01_distance_sensitivity/designs/distance_m05_n020_lambda060_rep04.rds",0.531361256544503,6000,0.0330000000000013,2,5.26315789473684,31.3263157894737,0.25,0.953403141361256,0.531361256544503,5,30.7017543859649,44.1052631578947
"distance",10,40,0.6,4,2061243082,"outputs/wcrit/01_distance_sensitivity/designs/distance_m10_n040_lambda060_rep04.rds",0.698468539770479,6000,0.155999999999999,12,23.0769230769231,568.851282051282,0.523809523809524,0.960457063711911,0.698468539770479,22,551.282051282051,995.589743589744
